,ResNet Label,ResNet Confidence,VGG Label,VGG Confidence
trash_basketballcontrol_crop.JPG,ashcan,0.9907459020614624,ashcan,0.8681572079658508
trash_basketballcontrol_wide.JPG,ashcan,0.9845190048217773,ashcan,0.9234402775764465
trash_bear1_crop.JPG,ashcan,0.6838811635971069,brown_bear,0.8067299127578735
trash_bear1_wide.JPG,ashcan,0.9900767207145691,ashcan,0.7315177321434021
trash_bear2_crop.JPG,ashcan,0.7235615253448486,ashcan,0.42083197832107544
trash_bear2_wide.JPG,ashcan,0.997055172920227,ashcan,0.7086342573165894
trash_bear_control_wide.JPG,ashcan,0.996432900428772,ashcan,0.43152686953544617
trash_bearcontrol_crop.JPG,ashcan,0.9357460141181946,rain_barrel,0.5455533862113953
trash_clean_crop.JPG,ashcan,0.9509568214416504,ashcan,0.7559646368026733
trash_clean_wide.JPG,ashcan,0.9873368144035339,ashcan,0.930982768535614
